CID,MolFormula,MolWeight,SMILES
117754506,C38H42N2O4S2,654.258599824,"CCCCCCCCN1C(=O)C2=CC(=C3C4=C(C=C(C(=C24)C1=O)C5=CC=CS5)C(=O)N(C3=O)CCCCCCCC)C6=CC=CS6"
117754527,C46H42N6O4S2,806.2708958239999,"CCCCCCCCN1C(=O)C2=CC(=C3C4=C(C=C(C(=C24)C1=O)C5=CC=C(S5)C=C(C#N)C#N)C(=O)N(C3=O)CCCCCCCC)C6=CC=C(S6)C=C(C#N)C#N"
117754528,C78H106N6O4S2,1254.771697872,"CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=CC(=C3C4=C(C=C(C(=C24)C1=O)C5=CC=C(S5)C=C(C#N)C#N)C(=O)N(C3=O)CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=CC=C(S6)C=C(C#N)C#N"
117754530,C46H46N2O4S2,754.289899952,"CCCCCCCCN1C(=O)C2=CC(=C3C4=C(C=C(C(=C24)C1=O)C5=CC6=CC=CC=C6S5)C(=O)N(C3=O)CCCCCCCC)C7=CC8=CC=CC=C8S7"
117754531,C46H46N2O4S4,818.2340419520001,"CCCCCCCCN1C(=O)C2=CC(=C3C4=C(C=C(C(=C24)C1=O)C5=CC=C(S5)C6=CC=CS6)C(=O)N(C3=O)CCCCCCCC)C7=CC=C(S7)C8=CC=CS8"
117754532,C40H40N4O4S2,704.2490977599999,"CCCCCCCCN1C(=O)C2=CC(=C3C4=C(C=C(C(=C24)C1=O)C5=CC=C(S5)C#N)C(=O)N(C3=O)CCCCCCCC)C6=CC=C(S6)C#N"
117754533,C36H32N4O6S2,680.176326744,"CCCCCCON1C(=O)C2=CC(=C3C4=C(C=C(C(=C24)C1=O)C5=CC=C(S5)C#N)C(=O)N(C3=O)OCCCCCC)C6=CC=C(S6)C#N"
117754535,C46H46N2O6,722.335587192,"CCCCCCCCN1C(=O)C2=CC(=C3C4=C(C=C(C(=C24)C1=O)C5=CC6=CC=CC=C6O5)C(=O)N(C3=O)CCCCCCCC)C7=CC8=CC=CC=C8O7"
117754536,C64H88N4O4S2,1040.624699296,"CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=CC(=C3C4=C(C=C(C(=C24)C1=O)C5=CC=C(S5)C#N)C(=O)N(C3=O)CC(CCCCCCCC)CCCCCCCCCC)C6=CC=C(S6)C#N"
117758583,C50H34N2O4S2,790.195999568,"C1C=CC(=C1)C2=CC(=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=C(C=C(C=C7)C8C=CC=C8)SCC9=CC=CC=C9)C3=O)SCC1=CC=CC=C1"
117758585,C38H20N4O4,596.14845512,"C1C=CC(=C1)C2=C(C=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC(=C(C=C7)C8C=CC=C8)C#N)C3=O)C#N"
117758586,C40H26N2O6,630.1790865520001,"C=COC1=C(C=CC(=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC(=C(C=C6)C7=CCC=C7)OC=C)C2=O)C8C=CC=C8"
117758587,C38H26N2O4S2,638.1333993120002,"CSC1=C(C=CC(=C1)C2C=CC=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=C(C=C(C=C7)C8=CCC=C8)SC)C3=O"
117758588,C48H30N2O4S2,762.16469944,"C1C=CC(=C1)C2=CC(=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=C(C=C(C=C7)C8C=CC=C8)SC9=CC=CC=C9)C3=O)SC1=CC=CC=C1"
117758626,C40H28N2O6,632.194736616,"C1C=CC(=C1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=CC(=C7)COC(=O)CCC8=CC=CC8)C3=O"
117758627,C40H28N2O6,632.194736616,"C1C=CC(=C1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=CC(=C7)CC(=O)OCCC8C=CC=C8)C3=O"
117758629,C40H26N2O7,646.1740011720001,"C1C=CC(=C1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=CC(=C7)COC(=O)CC(=O)C8=CC=CC8)C3=O"
117758632,C70H66N2O6,1030.492087832,"CC(C)C(C(C)C)OC1=C2C3=C4C(=C1)C(=O)N(C(=O)C4=C(C=C3C(=O)N(C2=O)C5=C(C=C(C=C5C6=CC=CC6)C7=CC=CC7)C8=CC=CC8)OC(C(C)C)C(C)C)C9=C(C=C(C=C9C1=CC=CC1)C1=CC=CC1)C1=CC=CC1"
117758633,C40H26N2O6,630.1790865520001,"C1C=CC(=C1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=CC(=C7)COC(=O)C=CC8=CC=CC8)C3=O"
117758680,C47H31N3O4,701.231456472,"C1C=CC(=C1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC(=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=C(C=C7)C8C=CC=C8)NC9=CC=C(C=C9)C1=CC=CC1)C3=O"
117758682,C36H22N2O5,562.152871804,"C1C=CC(=C1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC(=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=C(C=C7)C8C=CC=C8)O)C3=O"
117758684,C47H31N3O4,701.2314564719999,"C1C=CC=C1C2=CC(=CC=C2)NC3=C4C5=C(C=CC6=C5C(=C3)C(=O)N(C6=O)C7=CC=CC(=C7)C8=CC=CC8)C(=O)N(C4=O)C9=CC=CC(=C9)C1=CC=CC1"
117758687,C53H38N4O4,794.289305696,"C=CC=CC(=C)N1C(=O)C2=CC(=C3C4=C2C(=C(C=C4C(=O)N(C3=O)C5=CC=CC(=C5)C6=CC=CC6)NC7=CC=CC(=C7)C8=CC=CC8)C1=O)NC9=CC=CC(=C9)C1=CCC=C1"
117758688,C50H38N2O6,762.272986936,"CC(C)OC1=CC(=CC(=C1)N2C(=O)C3=CC=C4C5=C(C6=CC7=CC=CC=C7C=C6C(=C35)C2=O)C(=O)N(C4=O)C8=CC(=CC(=C8)C9=CC=CC9)OC(C)C)C1=CC=CC1"
117758699,C36H22N2O4,546.157957184,"C1C=CC(=C1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=C(C=C7)C8C=CC=C8)C3=O"
117758705,C38H24N4O4,600.179755248,"C1C=CC=C1C=NC2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=C(C=C7)N=CC8C=CC=C8)C3=O"
117758715,C37H24N2O5,576.168521868,"C1C=CC(=C1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=CC(=C7)COC8C=CC=C8)C3=O"
117758716,C38H24N2O4,572.1736072479999,"C1C=CC(=C1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=C(C=C7)C=CC8C=CC=C8)C3=O"
117758717,C39H26N2O4,586.189257312,"CC(=CC1C=CC=C1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=C(C=C7)C8=CCC=C8)C3=O"
117758718,C37H22N2O6,590.1477864240001,"C1C=CC(=C1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC(=CC=C7)OC(=O)C8C=CC=C8)C3=O"
117758719,C39H24N2O6,616.163436488,"C1C=CC(=C1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC(=CC=C7)OC(=O)C=CC8C=CC=C8)C3=O"
117758720,C39H26N2O6,618.1790865520001,"C1C=CC(=C1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=C(C=C7)C(=O)OCCC8C=CC=C8)C3=O"
117758721,C40H28N2O7,648.1896512359999,"COC(CC(=O)OC1=CC=CC(=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=C(C=C6)C7=CCC=C7)C2=O)C8C=CC=C8"
117758722,C39H26N2O7,634.1740011720001,"C1C=CC(=C1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC(=CC=C7)OC(=O)CC(C8C=CC=C8)O)C3=O"
117825824,C44H42N4O8,754.300264304,"CCCCCCC(C)N1C(=O)C2=C3C(=C(C=C4C3=C(C=C2)C(=O)N(C4=O)N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)C(C)CCCCC)C5=O)C)C1=O"
117825838,C48H52N4O8,812.378514624,"CCCCCC(C)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)N(C)C(=O)C5=CC=C6C7=C(C=CC(=C57)C(=O)C)C(=O)N(C6=O)C(CCCCC)CCCCC)C1=O"
117835278,C28H18N2O6,478.11648629599995,"C1=CC=C(C(=C1)CO)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC=C6CO)C2=O"
117835279,C32H26N2O6,534.179086552,"C1=CC=C(C=C1)CC(CO)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C(CC6=CC=CC=C6)CO)C2=O"
117835285,C34H30N2O10,626.1900451600001,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)CCC5=CC(=C(C(=C5)CO)O)CO)C(=O)N(C2=O)CCC6=CC(=C(C(=C6)CO)O)CO"
117835286,C18H14N2O6,354.08518616799995,"COCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)COC)C1=O"
117838918,C134H202N6O8S3,2119.4746304239998,"CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=CC(=C3C4=C(C=C(C(=C24)C1=O)C#N)C(=O)N(C3=O)CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=CC6=C(S5)C7=C(S6)C=C(S7)C8=C9C1=C(C=C(C2=C1C(=C8)C(=O)N(C2=O)CC(CCCCCCCCCC)CCCCCCCCCCCC)C#N)C(=O)N(C9=O)CC(CCCCCCCCCC)CCCCCCCCCCCC"
117838921,C58H58N6O8S,998.4036838160001,"CCCCCCCCN1C(=O)C2=CC(=C3C4=C(C=C(C(=C24)C1=O)C#N)C(=O)N(C3=O)CCCCCCCC)C5=CC=C(S5)C6=C7C8=C(C=C(C9=C8C(=C6)C(=O)NC9=O)C#N)C(=O)N(C7=O)CCCCCCCC"
117915227,C20H8N8O8,488.046509216,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)C5=NC(=O)NC(=O)N5)C(=O)N(C2=O)C6=NC(=O)NC(=O)N6"
117915229,C24H19N5O6,473.133533328,"C1CCCC(CC1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=NC(=O)NC(=O)N6)C2=O"
117915260,C37H18N2O6,586.1164862960001,"C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC=CC(=C9)C(=O)O)C5=O"
117915261,C35H18N2O6,562.1164862960001,"C1=CC=C2C=C3C(=CC2=C1)C=CC=C3N4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)C8=CC=C(C=C8)C(=O)O)C4=O"
117915263,C30H18N2O5,486.121571676,"CCON1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C5=CC=CC6=CC7=CC=CC=C7C=C65)C1=O"
117915268,C30H14N2O5,482.0902715479999,"C1=CC2=C3C(=C1)C=C(C4=CC=CC(=C43)C=C2)N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)O)C5=O"
117915269,C35H18N2O6,562.1164862960001,"C1=CC=C2C=C3C=C(C=CC3=CC2=C1)N4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)C8=CC=CC(=C8)C(=O)O)C4=O"
117915270,C30H18N2O5,486.121571676,"CCON1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C5=CC6=CC7=CC=CC=C7C=C6C=C5)C1=O"
117915271,C37H18N2O5,570.121571676,"C1=CC2=C3C(=C1)C=C(C4=CC=CC(=C43)C=C2)N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC=C(C=C9)C=O)C5=O"
117915272,C46H27N3O5,701.1950709639999,"C1=CC=C(C=C1)N(C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC(=CC=C7)O)C3=O)C8=C9C=CC=CC9=CC1=CC=CC=C18"
117915277,C37H18N2O6,586.1164862960001,"C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC=C(C=C9)C(=O)O)C5=O"
117915278,C34H18N2O5,534.121571676,"C1=CC=C2C=C3C(=CC2=C1)C=CC=C3N4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)C8=CC=C(C=C8)O)C4=O"
117915287,C30H14N2O5,482.0902715479999,"C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)O)C5=O"
117915288,C36H18N2O5,558.121571676,"C1=CC2=C3C(=C1)C=C(C4=CC=CC(=C43)C=C2)N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC=C(C=C9)O)C5=O"
117915289,C38H20N2O5,584.1372217400001,"CC(=O)C1=CC=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC7=CC=CC8=C7C9=C(C=CC=C69)C=C8)C2=O"
117915290,C34H18N2O5,534.121571676,"C1=CC=C2C=C3C=C(C=CC3=CC2=C1)N4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)C8=CC=C(C=C8)O)C4=O"
117915291,C35H18N2O6,562.1164862960001,"C1=CC=C2C=C3C=C(C=CC3=CC2=C1)N4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)C8=CC=C(C=C8)C(=O)O)C4=O"
117915293,C52H30N6O5,818.22776806,"C1=CC=C(C=C1)C2=NC3=CC=CC=C3N2C4=CC(=CC(=C4)N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC=C(C=C9)O)C5=O)N1C2=CC=CC=C2N=C1C1=CC=CC=C1"
117915294,C47H29N3O4,699.215806408,"CC1=CC(=CC=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC(=CC=C6)N(C7=CC=CC=C7)C8=C9C=CC=CC9=CC1=CC=CC=C18)C2=O"
117915300,C27H12N2O6,460.06953610399995,"C1=CC=C2C(=C1)C3=C(C2=O)C=C(C=C3)N4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)O)C4=O"
117915303,C50H28N4O5,764.2059699959999,"C1=CC=C2C(=C1)C3=CC=CC=C3N2C4=CC(=CC(=C4)N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC=C(C=C9)O)C5=O)N1C2=CC=CC=C2C2=CC=CC=C21"
117915322,C38H27N3O7,637.184900204,"CC1=CC=C(C=C1)N(C2=CC=C(C=C2)C)C3=CC(=CC=C3)OC(=O)CN4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)CC=O)C4=O"
117915337,C100H60N4O11S,1524.3979297399994,"CC1=C(C=CC(=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC(=CC(=C6)C7C8=CC=CC=C8C=C7C9=CC=CC=C9)C1C3=CC=CC=C3C=C1C1=CC=CC=C1)C2=O)C=CC1=C(C=C(C=C1)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C2=CC=CC=C2C2C3=CC=CC=C3C=C2C2=CC=CC=C2)C1=O)S(=O)(=O)O"
117915347,C36H23N3O7,609.153600076,"C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC(=CC=C3)OC(=O)CN4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)CC=O)C4=O"
117915356,C47H27N3O6,729.1899855839999,"C1=CC=C(C=C1)N(C2=CC=CC=C2N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=C(C=C7)C(=O)O)C3=O)C8=C9C=CC=CC9=CC1=CC=CC=C18"
117915367,C80H44N4O11S,1268.2727292279997,"CC1=C(C=CC(=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC=C6C7C8=CC=CC=C8C=C7C9=CC=CC=C9)C2=O)C=CC1=C(C=C(C=C1)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C2=C3C=CC4=CC=CC5=C4C3=C(C=C5)C=C2)C1=O)S(=O)(=O)O"
117915371,C34H30N2O4,530.22055744,"CC(C)(C)C1=CC(=CC=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC=C6C(C)(C)C)C2=O"
117915380,C85H50N4O11S,1334.3196794199996,"CC1=C(C=CC(=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC=C6C7C8=CC=CC=C8C=C7C9=CC=CC=C9)C2=O)C=CC1=C(C=C(C=C1)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C2=CC=CC=C2C2C3=CC=CC=C3C=C2C2=CC=CC=C2)C1=O)S(=O)(=O)O"
117915381,C115H70N4O11S,1714.4761800599993,"CC1=C(C=CC(=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC(=CC(=C6)C7C8=CC=CC=C8C=C7C9=CC=CC=C9)C1C3=CC=CC=C3C=C1C1=CC=CC=C1)C2=O)C=CC1=C(C=C(C=C1)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C2=CC(=CC(=C2)C2C3=CC=CC=C3C=C2C2=CC=CC=C2)C2C3=CC=CC=C3C=C2C2=CC=CC=C2)C1=O)S(=O)(=O)O"
117915383,C38H38N2O4,586.283157696,"CC(C)(C)C1=CC=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=C(C=CC(=C6)C(C)(C)C)C(C)(C)C)C2=O"
117915384,C38H38N2O4,586.283157696,"CC(C)(C)C1=CC(=C(C=C1)C(C)(C)C)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC=C6C(C)(C)C)C2=O"
117915389,C95H54N4O11S,1458.3509795479993,"CC1=C(C=CC(=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC(=CC(=C6)C7C8=CC=CC=C8C=C7C9=CC=CC=C9)C1C3=CC=CC=C3C=C1C1=CC=CC=C1)C2=O)C=CC1=C(C=C(C=C1)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C2=C3C=CC4=CC=CC5=C4C3=C(C=C5)C=C2)C1=O)S(=O)(=O)O"
117915394,C34H30N2O4,530.22055744,"CC(C)(C)C1=CC(=CC=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC(=C6)C(C)(C)C)C2=O"
117915406,C32H22N4O5,542.1590198040001,"CC(C)(C)C1=CC=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=NN=C(O6)C7=CC=CC=C7)C2=O"
117915422,C34H30N2O4,530.22055744,"CC(C)(C)C1=CC=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC=C6C(C)(C)C)C2=O"
117915425,C34H30N2O4,530.22055744,"CC(C)(C)C1=CC=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC(=C6)C(C)(C)C)C2=O"
117915455,C19H12N2O6,364.06953610399995,"CC(=O)CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC=O)C1=O"
117915464,C75H38N4O11S,1202.2257790359995,"CC1=C(C=CC(=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=C7C=CC8=CC=CC9=C8C7=C(C=C9)C=C6)C2=O)C=CC1=C(C=C(C=C1)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C2=C3C=CC4=CC=CC5=C4C3=C(C=C5)C=C2)C1=O)S(=O)(=O)O"
117915469,C38H38N2O4,586.283157696,"CC(C)(C)C1=CC(=CC=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=C(C=CC(=C6)C(C)(C)C)C(C)(C)C)C2=O"
117915470,C36H30N4O5,598.2216200600001,"CC(C)(C)C1=CC(=C(C=C1)C(C)(C)C)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=NN=C(O6)C7=CC=CC=C7)C2=O"
117918384,C30H18N2O5,486.1215716759999,"C1=CC=C2C=C3C=C(C=CC3=CC2=C1)N4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)CCO)C4=O"
117918385,C30H18N2O5,486.1215716759999,"C1=CC=C2C=C3C(=CC2=C1)C=CC=C3N4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)CCO)C4=O"
117918387,C84H49N5O14S2,1415.271743247999,"C1=CC=C(C=C1)C2=CC3=CC=CC=C3C2C4=CC=CC=C4N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC(=C(C=C9)C=CC1=C(C=C(C=C1)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C2=CC=CC=C2C2C3=CC=CC=C3C=C2C2=CC=CC=C2)C1=O)S(=O)(=O)ON)S(=O)(=O)O)C5=O"
117918388,C99H59N5O14S2,1605.349993567999,"C1=CC=C(C=C1)C2=CC3=CC=CC=C3C2C4=CC=CC=C4N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC(=C(C=C9)C=CC1=C(C=C(C=C1)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C2=CC(=CC(=C2)C2C3=CC=CC=C3C=C2C2=CC=CC=C2)C2C3=CC=CC=C3C=C2C2=CC=CC=C2)C1=O)S(=O)(=O)ON)S(=O)(=O)O)C5=O"
117918389,C114H69N5O14S2,1795.428243887999,"C1=CC=C(C=C1)C2=CC3=CC=CC=C3C2C4=CC(=CC(=C4)N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC(=C(C=C9)C=CC1=C(C=C(C=C1)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C2=CC(=CC(=C2)C2C3=CC=CC=C3C=C2C2=CC=CC=C2)C2C3=CC=CC=C3C=C2C2=CC=CC=C2)C1=O)S(=O)(=O)ON)S(=O)(=O)O)C5=O)C1C2=CC=CC=C2C=C1C1=CC=CC=C1"
117918391,C32H26N2O4,502.18925731199994,"CC1=CC=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=C(C=CC(=C6)C(C)(C)C)C)C2=O"
117918407,C32H18N2O5,510.1215716759999,"C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)CCO)C5=O"
117918408,C32H18N2O5,510.1215716759999,"C1=CC2=C3C(=C1)C=C(C4=CC=CC(=C43)C=C2)N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)CCO)C5=O"
117918410,C29H16N2O6,488.10083623199995,"C1=CC=C2C(=C1)C3=C(C2=O)C=C(C=C3)N4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)CCO)C4=O"
117918411,C48H31N3O4,713.231456472,"CCC1=CC(=CC=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC(=CC=C6)N(C7=CC=CC=C7)C8=C9C=CC=CC9=CC1=CC=CC=C18)C2=O"
117918418,C74H37N5O14S2,1283.1778428639989,"C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC(=C(C=C9)C=CC1=C(C=C(C=C1)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C2=C3C=CC4=CC=CC6=C4C3=C(C=C6)C=C2)C1=O)S(=O)(=O)ON)S(=O)(=O)O)C5=O"
117918422,C94H53N5O14S2,1539.3030433759989,"C1=CC=C(C=C1)C2=CC3=CC=CC=C3C2C4=CC(=CC(=C4)N5C(=O)C6=C7C(=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC(=C(C=C9)C=CC1=C(C=C(C=C1)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C2=C3C=CC4=CC=CC6=C4C3=C(C=C6)C=C2)C1=O)S(=O)(=O)O)S(=O)(=O)ON)C5=O)C1C2=CC=CC=C2C=C1C1=CC=CC=C1"
117943766,C21H20N2O7S,444.09912197999984,"CCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCS(=O)(=O)O)C1=O"
117945037,C22H24N3O4+,394.17613266808996,"CCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC[N+](C)(C)C)C1=O"
117945038,C20H18N2O7S,430.08347191599984,"CCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCS(=O)(=O)O)C1=O"
117980042,C25H20N2O4,412.14230711999994,"CCC1=C(C(=CC=C1)CC)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C)C2=O"
117980043,C25H20N2O5,428.13722174,"CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C(CC5=CC=CC=C5)COC)C1=O"
117980044,C22H14N2O4S,402.06742792800003,"CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C5=CC=C(C=C5)SC)C1=O"
117980045,C37H28N2O4,564.2049073759999,"CCC1=C(C(=CC=C1)CC)N2C(=O)C3=CC(=C4C5=C(C=C(C(=C35)C2=O)C6=CC=CC=C6)C(=O)N(C4=O)C)C7=CC=CC=C7"
