CID,MolFormula,MolWeight,SMILES
134528437,C98H124N2O8S3,1552.8519819279998,CCCCCCCCCOC1=CC(=CC(=C1)CCCCCCN2C(=O)C3=C4C(=CC(=C5C4=C(C=C3)C6=C(C=C7C8=C(C=CC5=C68)C(=O)N(C7=O)CCCCCCC9=CC(=CC(=C9)OCCCCCCCCC)OCCCCCCCCC)C1=CC=C(S1)C1=CC=C(S1)C1=CC=C(S1)C)C)C2=O)OCCCCCCCCC
134574153,C66H92N2O4S,1008.677780424,CCCCCCCCCCC(CCCCCCCC)CCN1C(=O)C2=C3C(=CC4=C5C3=C(C=C2)C6=C7C5=C(S4)C=C8C7=C(C=C6)C(=O)N(C8=O)CCC(CCCCCCCC)CCCCCCCCCC)C1=O
134574158,C76H72N2O4S,1108.521279784,CCCCCCCCCCC(CCCCCCCC)CCN1C(=O)C2=C3C(=CC4=C5C3=C(C=C2)C6=C7C5=C(S4)C=C8C7=C(C=C6)C(=O)N(C8=O)CCC(CCCCCCCC)C#CC#CC#CC#CC#CC#CC#CC#CC#CC#C)C1=O
135138739,C61H66N2O4S3,986.418471592,CCCC(C)(CCC(C)C)C1=CC2=C(S1)C3=C(S2)C=C(S3)C4=C5C6=C7C(=C(C=C8C7=C(C=C6)C(=O)N(C8=O)CC(C)C)C(C)(CC#CC)C(CC)CC)C9=C5C1=C(C=C9)C(=O)N(C(=O)C1=C4)CC(C)C
135157354,C45H50N2O7,730.3618019400001,CCC(CC)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC=C7C6=C(C=C5)C(=O)N(C7=O)CCCCOC(C)(C)C(=O)CCCCCOC(C)C)C1=O
135157361,C40H40N2O7,660.28355162,CC(C)OCCCCCC(=O)C(C)(C)OCCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC=C7C6=C(C=C5)C(=O)NC7=O)C1=O
135234817,C45H50N4O4,710.38320608,CCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)CCCCCC)N8CCCC8)N9CCCC9)C1=O
135234822,C47H54N4O4,738.4145062079999,CCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)CCCCCCC(C)C)N8CCCC8)N9CCCC9)C1=O
135251756,C73H60N2O8,1092.4349668800005,CC(C)CC1=C(C(=CC=C1)C(C)C)N2C(=O)C3=CC(=C4C5=C(C=C6C7=C5C(=C(C=C7C(=O)N(C6=O)C8=C(C=CC=C8C(C)C)C(C)C)OC9=CC=CC=C9)C1=C(C=C(C3=C41)C2=O)OC1=CC=CC=C1)OC1=CC=CC=C1)OC1=CC=CC=C1
135251759,C66H50N2O8,998.35671656,CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=CC(=C4C5=C(C=C6C7=C5C(=C(C=C7C(=O)N(C6=O)C8=C(C=CC=C8C(C)C)CC#C)OC9=CC=CC=C9)C1=C(C=C(C3=C41)C2=O)OC1=CC=CC=C1)OC1=CC=CC=C1)O
135251979,C84H82N2O8,1246.607117584,CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=CC(=C4C5=C(C=C6C7=C5C(=C(C=C7C(=O)N(C6=O)C8=C(C=CC=C8C(C)C)C(C)C)OC9=CC=CC=C9C(C)C)C1=C(C=C(C3=C41)C2=O)OC1=CC=CC=C1C(C)C)OC1=CC=CC=C1C(C)C)OC1=CC=CC=C1C(C)C
135251981,C83H81N3O7,1231.607451932,CCC1=C(C(=CC=C1)C(C)C)N2C(=O)C3=CC(=C4C5=C(C=C6C7=C5C(=C(C=C7C(=O)N(C6=O)C8=C(C=CC=C8C(C)C)C(C)C)OC9=CC=CC=C9C(C)C)C1=C(C=C(C3=C41)C2=O)OC1=CC=CC=C1C(C)C)OC1=CC=CC=C1C(C)C)NC1=CC=CC=C1C(C)C
135271196,C37H36N2O6,604.257336872,CCC(CC)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=C(C=C7C6=C(C=C5)C(=O)N(C7=O)C(CC)CC)OCCOC)C1=O
135273126,C86H90N4O12S,1402.6275953199995,CCC(CC)N1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)C(CC)CC)OC(C)(C)CCOC(C)(C)C)C#CC8=C9C2=C3C(=C(C=C4C3=C(C=C2)C(=O)N(C4=O)C(CC)CC)OC(C)(COC(C)(C)C)S)C2=C9C3=C(C=C2)C(=O)N(C(=O)C3=C8)C(CC)CC)C1=O
135273153,C38H38N2O6,618.272986936,CCC(CC)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=C(C=C7C6=C(C=C5)C(=O)N(C7=O)C(CC)CC)OCCCOC)C1=O
135296666,C61H21N3O8S2,987.077006632,CS(=O)(=O)C1=CC=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C6=C7C5=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC=C(C=C9)S(=O)(=O)N(C#CC#CC#CC#CC#CC#C)C#CC#CC#CC#CC#CC#C)C2=O
135300091,C30H23N3O4,489.168856216,CC(C)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC=C7C6=C(C=C5)C(=O)N(C7=O)C(C)NC)C1=O
135300108,C52H34N6O6,838.253982808,CNC(=O)C1=CC=C(C=C1)NC2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C7=C8C6=CC=C9C8=C(C=C7)C(=O)N(C9=O)C1=CC=C(C=C1)NC1=CC=C(C=C1)C(=O)NC)C3=O
135367775,C36H26N2O4,550.189257312,CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C6=C7C5=CC=C8C7=C(C=C6)C(=O)NC8=O)C2=O
136435087,C58H66N4O5,898.503321212,CCCCCCC(CCCCCC)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=C7C(=C8C6=C(C=C5)C(=O)N(C8=O)C(CCCCCC)CCCCCC)NC(=N7)C9=CC=C(C=C9)C=O)C1=O
136459703,C55H43N5O5,853.3264194759998,CCC(CC)N1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)C(CC)CC)O)C8=CC=C(C=C8)C9=CC(=NC(=C9)C2=CC=CC=N2)C2=CC=CC=N2)C1=O
137138472,C114H150N8O8,1759.1576637599997,CCCCCCC(CCCCCC)N1C(=C2C=CC3=C4C2=C(C1=O)C(=NCCC)C=C4C5=CC(=C6C7=C(C=CC3=C57)C(=O)N(C6=O)C(CCCCCC)CCCCCCCCCCCCC(CCCCCC)N8C(=O)C9=C1C2=C(C=C9)C3=C4C(=CC(=C5C4=C(C=C3)C(=O)N(C5=O)C(CCCCCC)CCCCCC)N3CCCC3)C2=CC(=C1C8=O)N1CCCC1)NCCC)O
137242817,C84H74N4O11,1314.5354091879997,CCC(CC)N1C(=C2C=C(C3=C4C=CC5=C6C4=C(C7=C3C2=C(C1=O)C=C7)C(=O)C=C6C(=O)N(C5=O)C(CC)CC)C#CC8=CC=C(C=C8)C#CC9=C1C2=C3C(=C(C=C4C3=C(C=C2)C(=O)N(C4=O)C(CC)CC)OC(C)(CC)COC)C2=C1C1=C(C=C2)C(=O)N(C(=O)C1=C9)C(CC)CC)O
137432823,C80H76N2O4S4,1256.468792912,CCCCCC(C)(CC)C1=CC=C(S1)C2=C3C4=C5C(=CC(=C6C5=C(C=C4)C(=O)N(C6=O)CC(C)C)C7=CC=C(S7)C8=CC9=C(S8)C=CC1=C9C=CC4=C1C=CC1=C4C=CC4=C1C=C(S4)C(C)(CCC)CC(C)C)C1=C3C3=C(C=C1)C(=O)N(C(=O)C3=C2)CC(C)C
137436130,C51H34N2O8,802.2315160480001,CC=CC(=CC=C)OC1=C2C3=C(C=C4C5=C3C(=C(C=C5C(=O)NC4=O)OC(=CC=C)C=CC=C)C6=C(C=C7C(=C62)C(=C1)C(=O)NC7=O)OC8=CC=CC=C8)OC9=CC=CC=C9
137436133,C48H34N2O8,766.2315160480001,CC=CC(=CC)OC1=C2C3=C(C=C4C5=C3C(=C(C=C5C(=O)NC4=O)OC(=CC)C=CC)C6=C(C=C7C(=C62)C(=C1)C(=O)NC7=O)OC8=CC=CC=C8)OC9=CC=CC=C9
137436138,C49H38N2O8,782.2628161760001,CC=CC=CC(=C)OC1=C2C3=C(C=C4C5=C3C(=C(C=C5C(=O)NC4=O)OC6=CC=CC=C6)C7=C(C=C8C(=C27)C(=C1)C(=O)NC8=O)OC(=CC)C=CC)OC(=CC)C=CC
137436139,C70H50N2O8,1046.35671656,CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=CC(=C4C5=C(C=C6C7=C5C(=C(C=C7C(=O)N(C6=O)C8=C(C=CC=C8C=C)C=C)OC9=CC=CC=C9)C1=C(C=C(C3=C41)C2=O)OC1=CC=CC=C1)OC1=CC=CC=C1)OC1=CC=CC=C1
137436266,C49H34N2O8,778.2315160480001,CC=CC(=CC)OC1=C2C3=C(C=C4C5=C3C(=C(C=C5C(=O)NC4=O)OC(=CC=C)C=CC)C6=C(C=C7C(=C62)C(=C1)C(=O)NC7=O)OC8=CC=CC=C8)OC9=CC=CC=C9
137436373,C53H40N2O8,832.2784662400001,CC=CC=CC(=CC)OC1=C2C3=C(C=C4C5=C3C(=C(C=C5C(=O)NC4=O)OC6=CC=CC=C6)C7=C(C=C8C(=C27)C(=C1)C(=O)NC8=O)OC(=CC=C)C=CC)OC(=CC=C)C=CC=C
137448704,C62H60N2O4S4,1024.3435924,CCCC(C)(CC=CC)C1=CC2=C(S1)C=C(S2)C3=CC=C(S3)C4=C5C6=C(C=CC7=C6C(=C4)C8=C9C7=C(C=C1C9=C(C=C8)C(=O)N(C1=O)CC(C)C)C1=CC=C(S1)C(C)(CC)CC=C)C(=O)N(C5=O)CC(C)C
137459191,C93H82N4O19,1558.5573264039997,CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=CC(=C4C5=C(C=C6C7=C5C(=C(C=C7C(=O)N(C6=O)C8=C(C=CC=C8C(C)C)C(C)C)OC9=CC=C(C=C9)CCC(=O)O)C1=C(C=C(C3=C41)C2=O)OC1=CC=C(C=C1)CCC(=O)ON1C(=O)CCC1=O)OC1=CC=C(C=C1)CCC(=O)ON1C(=O)CCC1=O)OC1=CC=C(C=C1)CCC(=O)C
137477254,C162H138N8O16S4,2578.9113643360006,CCCC(C)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC(=C7C6=C(C=C5)C(=O)N(C7=O)C(C)CCC)C8=CC9=C(C2=C(C=C(S2)C2=C3C4=C(C=CC5=C4C(=C2)C2=CC=C4C6=C(C=CC5=C26)C(=O)N(C4=O)C(C)CCC)C(=O)N(C3=O)C(C)CCC)C(=C9S8)C2=CC=C(S2)C2=C3C4=C(C=CC5=C4C(=C2)C2=CC=C4C6=C(C=CC5=C26)C(=O)N(C4=O)C(CCC)CCC)C(=O)N(C3=O)C(CCC)CCC)C2=CC=C(S2)C2=C3C4=C(C=CC5=C4C(=C2)C2=CC=C4C6=C(C=CC5=C26)C(=O)N(C4=O)C(CCC)CCC)C(=O)N(C3=O)C(CCC)CCC)C1=O
137477279,C118H118N4O8S6,1910.727392736,CCCCC(CC)CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C8=C(C=CC9=C8C(=C6)C1=CC=C2C3=C(C=CC9=C13)C(=O)N(C2=O)C(CCC)CCC)C(=O)N(C7=O)C(CCC)CCC)C1=CC=C(S1)CC(CC)CCCC)C1=CC=C(S1)C1=C2C3=C(C=CC4=C3C(=C1)C1=CC=C3C5=C(C=CC4=C15)C(=O)N(C3=O)C(CCC)CCC)C(=O)N(C2=O)C(CCC)CCC
137477280,C110H116N4O8S4,1748.7676006719998,CCCCC(CC)CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=C6C7=C(C=CC8=C7C(=C5)C9=CC=C1C2=C(C=CC8=C92)C(=O)N(C1=O)C(CCC)CCC)C(=O)N(C6=O)C(CCC)CCC)C1=CC=C(S1)CC(CC)CCCC)C1=C2C3=C(C=CC4=C3C(=C1)C1=CC=C3C5=C(C=CC4=C15)C(=O)N(C3=O)C(CCC)CCC)C(N(C2=O)C(CCC)CCC)O
137477306,C110H116N4O8S4,1748.7676006719998,CCCCC(CC)CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=C6C7=C(C=CC8=C7C(=C5)C9=CC=C1C2=C(C=CC8=C92)C(=O)N(C1=O)C(CCC)CCC)C(=O)N(C6=O)C(CCC)CCC)C1=CC=C(S1)CC(CC)CCCC)C1=C2C3=C(C=CC4=C3C(=C1)C1=CC=C3C5=C(C=CC4=C15)C(N(C3=O)C(CCC)CCC)O)C(=O)N(C2=O)C(CCC)CCC
137477310,C105H114N4O8,1558.8636666079997,CCCCC(CC)CC1(C2=C(C=CC(=C2)C3=C4C5=C(C=CC6=C5C(=C3)C7=CC=C8C9=C(C=CC6=C79)C(=O)N(C8=O)C(CCC)CCC)C(=O)N(C4=O)C(CCC)CCC)C2=C1C=C(C=C2)C1=C2C3=C(C=CC4=C3C(=C1)C1=CC=C3C5=C(C=CC4=C15)C(=O)N(C3=O)C(CCC)CCC)C(=O)N(C2=O)C(CCC)CCC)CC(CC)CCCC
137538285,C155H136N4O16,2308.995134271999,CCC1=C(C(=CC=C1)C(C)C)N2C(=O)C3=CC(=C4C5=C(C=C6C7=C5C(=C(C=C7C(=O)N(C6=O)C8=C(C=C(C=C8C(C)C)C9=CC(=C(C(=C9)C(C)C)N1C(=O)C5=CC(=C6C7=C(C=C8C9=C7C(=C(C=C9C(=O)N(C8=O)C7=C(C=CC=C7C(C)C)C(C)C)OC7=CC=CC=C7C(C)C)C7=C(C=C(C5=C67)C1=O)OC1=CC=CC=C1C(C)C)OC1=CC=CC=C1C(C)C)OC1=CC=CC=C1C(C)C)C(C)C)C(C)C)OC1=CC=CC=C1)C1=C(C=C(C3=C41)C2=O)OC1=CC=CC=C1)OC1=CC=CC=C1)OC1=CC=CC=C1
139302980,C68H56N6O8,1084.415962752,CCC(CC)N1C(=O)C2=C3C(=CC4=C5C3=C(C=C2)C6=C(C=C7C8=C6C5=C(N4)C=C8C(=O)N(C7=O)C(CC)CC)C9=C2C3=C4C5=C(C=C3)C(=O)N(C(=O)C5=CC3=C4C4=C(N3)C=C3C(=C24)C(=C9)C(=O)N(C3=O)C(CC)CC)C(CC)CC)C1=O
139302983,C27H15N3O4,445.10625596,CC(C)N1C(=O)C2=C3C(=CC4=C5C3=C(C=C2)C6=C7C5=C(N4)C=C8C7=C(C=C6)C(=O)NC8=O)C1=O
139303564,C78H72N6O12,1284.520821744,CCC(CC)N1C(=O)C2=C3C(=CC4=C5C3=C(C=C2)C6=C(C=C7C8=C6C5=C(N4C(=O)OC(C)(C)C)C=C8C(=O)N(C7=O)C(CC)CC)C9=C2C3=C4C5=C(C=C3)C(=O)N(C(=O)C5=CC3=C4C4=C(N3C(=O)OC(C)(C)C)C=C3C(=C24)C(=C9)C(=O)N(C3=O)C(CC)CC)C(CC)CC)C1=O
139372440,C36H34N2O6,590.241686808,CCC(C)C(CO)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC=C7C6=C(C=C5)C(=O)N(C7=O)C(CO)C(C)CC)C1=O
139372441,C36H34N2O6,590.241686808,CC(C)CC(CO)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC=C7C6=C(C=C5)C(=O)N(C7=O)C(CC(C)C)CO)C1=O
139478699,C52H50N2O4,766.37705808,CCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)CCCC)C8=C(C=CC=C8CC)CC)C9=C(C=CC=C9CC)CC)C1=O
139478700,C64H66N2O4,926.502258592,CC1(CC(C2=C(C3=C(C=C21)C(CC3(C)C)(C)C)N4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C8=C9C7=CC=C1C9=C(C=C8)C(=O)N(C1=O)C1=C2C(=CC3=C1C(CC3(C)C)(C)C)C(CC2(C)C)(C)C)C4=O)(C)C)C
139478701,C80H74N2O4,1126.564858848,CC1=C(C(=CC=C1)C(C)C)C2=C3C4=C5C(=C2)C6=CC(=C7C8=C6C(=CC(=C8C(=O)N(C7=O)C9=CC=CC=C9)C1=C(C=CC=C1C(C)C)C(C)C)C5=CC(=C4C(=O)N(C3=O)C1=CC=CC=C1)C1=C(C=CC=C1C(C)C)C(C)C)C1=C(C=CC=C1C(C)C)C
139506067,C42H46N2O6,674.335587192,CCCCC(CC)COC1=C2C3=C(C=CC4=C3C(=C1)C(=O)N(C4=O)C)C5=C6C2=C(C=C7C6=C(C=C5)C(=O)N(C7=O)C)OCC(CC)CCCC
139524571,C72H54N2O8,1074.388016688,CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=CC(=C4C5=C(C=C6C7=C5C(=C(C=C7C(=O)N(C6=O)C8=C(C=CC=C8C(C)C)CC#C)OC9=CC=CC=C9)C1=C(C=C(C3=C41)C2=O)OC1=CC=CC=C1)OC1=CC=CC=C1)OC1=CC=CC=C1
139562156,C43H29N3O4,651.215806408,CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC=C7C6=C(C=C5)C(=O)N(C7=O)C8=CC=C(CC8)N(C9=CCCC=C9)C2=CC=CC=C2)C1=O
139570751,C36H32N2O7,604.2209513639999,CCCC(CCC)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC=C7C6=C(C=C5)C(=O)N(C7=O)C(CO)C(=O)OCC)C1=O
139570766,C37H36N2O5,588.262422252,CCCC(CCC)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC=C7C6=C(C=C5)C(=O)N(C7=O)C(CC(C)C)CO)C1=O
139570805,C35H30N2O7S,622.1773723,CCOC(=O)C(CS)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC=C7C6=C(C=C5)C(=O)N(C7=O)C(CC(C)C)CO)C1=O
139570806,C39H32N2O6,624.226036744,CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C6=C7C5=CC=C8C7=C(C=C6)C(=O)N(C8=O)C(CO)CO)C2=O
139570808,C34H30N2O6,562.21038668,CCCC(CCC)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC=C7C6=C(C=C5)C(=O)N(C7=O)C(CO)CO)C1=O
139570816,C42H38N2O5,650.2780723160001,CC(C)CC(CO)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC=C7C6=C(C=C5)C(=O)N(C7=O)C8=C(C=CC=C8C(C)C)C(C)C)C1=O
139570865,C42H30N2O6,658.2103866800002,C1=CC=C(C=C1)CC(CO)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C6=C7C5=CC=C8C7=C(C=C6)C(=O)N(C8=O)C(CC9=CC=CC=C9)CO)C2=O
139572833,C64H88N6O8+2,1068.66526661618,C[N+](C)(C)CCOC(=O)CCCCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)CCCCCCCCCCC(=O)OCC[N+](C)(C)C)N8CCCC8)N9CCCC9)C1=O
139572915,C66H91N5O8+2,1081.68566771218,C[N+](C)(C)CCOC(=O)CCCCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)CCCCCCCCCCC(=O)OCC[N+](C)(C)C)N8CCCC8)C9CCCCC9)C1=O
140422037,C37H18N2O7,602.1114009160001,C1=CC=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C6=C7C5=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC=C(C=C9)C(=O)OO)C2=O
140483948,C52H62N2O4,778.470958464,CC(C)(C)C1CCC(C(C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C6=C7C5=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9CC(CCC9C(C)(C)C)C(C)(C)C)C2=O)C(C)(C)C
140491213,C48H54N2O4,722.408358208,CC(C)C1CCC(C(C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C6=C7C5=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9CC(CCC9C(C)C)C(C)C)C2=O)C(C)C
140619510,C38H32N4O4,608.2423555039999,CCCC(CC)N1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)C(CC)CCC)[N+]#[C-])C#N)C1=O
140619511,C36H28N4O4,580.211055376,CCCC(C)N1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)C(C)CCC)[N+]#[C-])C#N)C1=O
140789718,C45H50N2O6,714.36688732,CCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)CCCCCCCCOCC8CO8)C)C)C1=O
140789721,C42H46N2O5,658.340672572,CCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)CCCCCCCCO)C)C)C1=O
140789722,C47H56N2O5,728.418922892,CCCCCCC(CCCC)CCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)CCCCCCCCO)C)C)C1=O
140789724,C52H66N2O4,782.502258592,CCCCCCC(CCCC)CCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)CCC(CCCC)CCCCCC)C)C)C1=O
140789725,C39H38N2O6,630.272986936,CCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)OC(=O)C(C)CC)C)C)C1=O
140789728,C38H34N2O6,614.241686808,CCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)OC(=O)C(=C)C)C)C)C1=O
140789729,C47H54N2O6,742.398187448,CCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)CCCCCCCCOC(=O)C(C)CC)C)C)C1=O
140789731,C42H44N2O6,672.319937128,CCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)CCCCCCCC(=O)O)C)C)C1=O
140789733,C40H40N2O6,644.288637,CCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)OCC8(COC8)CC)C)C)C1=O
140789735,C47H54N2O7,758.3931020680001,CCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)C(CCCCCCC)OC(=O)C(CC)OC)C)C)C1=O
140789736,C47H54N2O6,742.398187448,CCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)C(CCCCCCC)OC(=O)C(C)CC)C)C)C1=O
140789740,C40H40N2O6,644.288637,CCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)OC(=O)C(C)(C)CC)C)C)C1=O
140789741,C37H34N2O6,602.241686808,CCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)OCC8CO8)C)C)C1=O
140789743,C37H32N2O6,600.226036744,CCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)OC(=O)C=C)C)C)C1=O
140789746,C42H46N2O4,642.345757952,CCCCCCCCN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)CCCCCCCC)C)C)C1=O
140807585,C42H40N4O4,664.3049557599999,CCCCC(CC)CN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=C(C=C6C7=C(C=CC4=C57)C(=O)N(C6=O)CC(CC)CCCC)[N+]#[C-])C#N)C1=O
140958051,C96H132N2O4S4,1504.9069947039995,CCCCCCCCCCCCCCC(CCCCCCCCCCCC)CN1C(=O)C2=C3C(=CC(=C4C3=C(C=C2)C5=CC(=C6C7=C(C=CC4=C57)C(=O)N(C6=O)CC(CCCCCCCCCCCC)CCCCCCCCCCCCCC)C8=CC=C(S8)C9=CC2=C(S9)C=C(S2)C)C2=CC=C(S2)C)C1=O
140959350,C120H152N4O7S,1793.1381742039994,CCCCCCCCC(CCCCCC)CN1CC2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC(=C7C6=C(C=C5)C(=O)N(C7=O)CC(CCCCCC)CCCCCCCC)C8=CC=C(C9=CSC=C89)C2=C3C4=C(C=CC5=C4C(=C2)C2=CC=C4C6=C(C=CC5=C26)C(=O)N(C4=O)CC(CCCCCC)CCCCCCCC)C(=O)N(C3=O)CC(CCCCCC)CCCCCCCC)C1=O
140959353,C112H140N4O8S,1701.0391884399996,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC(=C7C6=C(C=C5)C(=O)N(C7=O)CC(CCCCCC)CCCCCCCC)C8=CC=C(S8)C9=C2C3=C(C=CC4=C3C(=C9)C3=CC=C5C6=C(C=CC4=C36)C(=O)N(C5=O)CC(CCCC)CCCCCC)C(=O)N(C2=O)CC(CCCCCC)CCCCCCCC)C1=O
140959354,C138H164N6O12,2097.240724688,CCCCCCC(CCCC)CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC(=C7C6=C(C=C5)C(=O)N(C7=O)CC(CCCC)CCCCCC)C8=CC9=C2C(=C8)C3=C(C4=CC(=CC(=C42)C2=C9C(=O)N(C2=O)CC(CCCC)CCCC)C2=C4C5=C(C=CC6=C5C(=C2)C2=CC=C5C7=C(C=CC6=C27)C(=O)N(C5=O)CC(CCCC)CCCCCC)C(=O)N(C4=O)CC(CCCC)CCCCCC)C(=O)N(C3=O)CC(CCCC)CCCCCC)C1=O
140959356,C116H148N4O8S,1757.1017886959996,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C5=C6C4=CC(=C7C6=C(C=C5)C(=O)N(C7=O)CC(CCCCCC)CCCCCCCC)C8=CC=C(S8)C9=C2C3=C(C=CC4=C3C(=C9)C3=CC=C5C6=C(C=CC4=C36)C(=O)N(C5=O)CC(CCCCCC)CCCCCCCC)C(=O)N(C2=O)CC(CCCCCC)CCCCCCCC)C1=O
