dataset,Cx,Cy,MolFormula,Molecule_ID,SMILES,Sidechain,Source,Tx,Ty,Tz,Theta,best_objective,interaction_energy,Full_torsion_angles,optimization_success,xyz_file_path,xyz_generated,Original_MolFormula,hash,smiles_occurrence_count
NDI,-0.4245,-4.413,C50H62N2O12_1,C50H62N2O12_1,CCCCCCOC(=O)C=CCCCCCCOC(=O)C=CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(C=CC(=O)OCCCCCCC=CC(=O)OCCCCCC)C3=O,C=CC(=O)OCCCCCC,Generated,0.2517,-1.8936,4.0656,-2.725,-144.877692,-144.877688,"[-60.813, 37.918]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C50H62N2O12/C50H62N2O12.xyz,True,C50H62N2O12,03114aea7e8e01cc,1
NDI,2.1607,1.2443,C42H54N2O8_1,C42H54N2O8_1,CCCCCC(=O)CCCCCCC(=O)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CC(=O)CCCCCCC(=O)CCCCC)C3=O,CCCCCC(C)=O,Generated,0.0838,-0.8352,3.1555,129.344,-119.694865,-119.43456,"[-60.653, -12.03]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C42H54N2O8/C42H54N2O8.xyz,True,C42H54N2O8,6796d99282912611,1
NDI,-5.7234,-5.9073,C38H54N2O8_2,C38H54N2O8_2,O=C1c2ccc3c4c(ccc(c24)C(=O)N1CCCCCCOCCCCCCO)C(=O)N(CCCCCCOCCCCCCO)C3=O,unknown,Generated,1.304,2.7478,3.1307,-39.072,-104.623919,-104.623926,"[-71.642, 75.349]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C38H54N2O8_2/C38H54N2O8_2.xyz,True,C38H54N2O8,82e4b288d53cb3b0,1
NDI,-2.2721,8.7851,C66H46N2O8_3,C66H46N2O8_3,O=C1c2ccc3c4c(ccc(c24)C(=O)N1C=COc1cc(C=COc2ccccc2C2C=CC=C2)ccc1C1C=CC=C1)C(=O)N(C=COc1cc(C=COc2ccccc2C2C=CC=C2)ccc1C1C=CC=C1)C3=O,unknown,Generated,6.0089,0.6245,3.0693,-30.479,-194.457455,-194.457437,"[-32.949, -70.199, -3.428, 81.447, -78.442, 63.956, 113.615, 69.85, -36.081, -23.856, 41.916, 16.664]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C66H46N2O8_3/C66H46N2O8_3.xyz,True,C66H46N2O8,e442ab136e5c3791,1
NDI,0.6123,4.9529,C66H46N2O8_4,C66H46N2O8_4,O=C1c2ccc3c4c(ccc(c24)C(=O)N1C=COc1cc(C=COc2ccccc2C2=CCC=C2)ccc1C1=CCC=C1)C(=O)N(C=COc1cc(C=COc2ccccc2C2=CCC=C2)ccc1C1=CCC=C1)C3=O,C=COc1ccccc1C1=CCC=C1,Generated,-0.2214,-2.3587,2.7156,135,-104.719544,-104.719563,"[24.024, 16.04, -0.815, -17.155, -3.29, 68.249, 54.877, 25.775, 44.939]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C66H46N2O8/C66H46N2O8.xyz,True,C66H46N2O8,0fa1be36006407be,1
NDI,0.8455,2.0468,C62H46N2O4S4_1,C62H46N2O4S4_1,O=C1c2ccc3c4c(ccc(c24)C(=O)N1CSc1cc(C2C=CC=C2)ccc1CSc1cccc(C2C=CC=C2)c1)C(=O)N(CSc1cc(C2C=CC=C2)ccc1CSc1cccc(C2C=CC=C2)c1)C3=O,unknown,Generated,0.1762,0.0013,3.1105,-36.998,-247.191368,-247.191332,"[-63.247, -68.623, -77.84, -56.183, -14.706, 94.328, -66.81, -28.487, -150.243, -155.749, -0.182, -51.056]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C62H46N2O4S4_1/C62H46N2O4S4_1.xyz,True,C62H46N2O4S4,8d6ac5fbc56d818e,1
NDI,10,9.9991,C62H46N2O4S4_2,C62H46N2O4S4_2,O=C1c2ccc3c4c(ccc(c24)C(=O)N1CSc1cc(C2=CCC=C2)ccc1CSc1cccc(C2=CCC=C2)c1)C(=O)N(CSc1cc(C2=CCC=C2)ccc1CSc1cccc(C2=CCC=C2)c1)C3=O,CSc1cccc(C2=CCC=C2)c1,Generated,1.2657,1.4945,3.453,-2.419,-235.512369,-235.51238,"[-79.227, -9.208, 1.312, -1.05, -3.39, -20.456, 80.879, -14.072]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C62H46N2O4S4/C62H46N2O4S4.xyz,True,C62H46N2O4S4,cf02c96d10487c66,1
NDI,0.9659,1.4686,C58H38N2O4_3,C58H38N2O4_3,O=C1c2ccc3c4c(ccc(c24)C(=O)N1C1=CC(c2ccc(C4=CC(c5ccccc5)C=C4)cc2)C=C1)C(=O)N(C1=CC(c2ccc(C4=CC(c5ccccc5)C=C4)cc2)C=C1)C3=O,C1=CC(c2ccccc2)C=C1,Generated,-1.3053,-1.667,3.1073,143.249,-157.992369,-157.992334,"[-41.857, -99.285, 139.391, -12.558, -48.942, 99.614, -13.603, -71.145]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C58H38N2O4/C58H38N2O4.xyz,True,C58H38N2O4,6f12715c92a7b3c8,1
NDI,2.2154,5.6914,C38H30N2O4_1,C38H30N2O4_1,C=CC=CC=CC(=C)C=CC=CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(C=CC=CC(=C)C=CC=CC=C)C3=O,C=CC=CC=C,Generated,0.6686,-1.781,3.0497,7.936,-145.495761,-145.495714,"[-31.319, -19.521]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C38H30N2O4/C38H30N2O4.xyz,True,C38H30N2O4,b0b2fba903e65129,1
NDI,0.5587,-5.2877,C70H62N2O8_1,C70H62N2O8_1,CC(Cc1cc(OC(C)CN2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(CC(C)Oc2cc(CC(C)Oc3cccc(C5=CC=CC5)c3)cc(C3=CC=CC3)c2)C4=O)cc(C2=CC=CC2)c1)Oc1cccc(C2=CC=CC2)c1,CC(C)Oc1cccc(C2=CC=CC2)c1,Generated,-1.1217,0.2814,3.9133,-152.622,-97.80606,-97.806117,"[-7.521, -19.543, -3.722, 86.643, 78.628, 23.556, -46.416, -91.873, 83.35, -24.596, -9.503, -69.843]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C70H62N2O8/C70H62N2O8.xyz,True,C70H62N2O8,74818f35b5aad2c0,1
NDI,-5.969,-1.3787,C62H42N6O4_1,C62H42N6O4_1,O=C1c2ccc3c4c(ccc(c24)C(=O)N1C1=CCC(C=Nc2ccc(C4=CCC(C=Nc5ccccc5)=C4)cc2)=C1)C(=O)N(C1=CCC(C=Nc2ccc(C4=CCC(C=Nc5ccccc5)=C4)cc2)=C1)C3=O,unknown,Generated,-1.3689,-1.211,3.0904,36.831,-177.930754,-177.930554,"[-67.812, 14.537, -6.395, 63.462, 12.779, 35.61, -2.214, 41.912, -30.547, -26.648, 40.485, -14.128]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C62H42N6O4_1/C62H42N6O4_1.xyz,True,C62H42N6O4,3e1a54854fdccb1a,1
NDI,-0.4076,1.4586,C62H42N6O4_2,C62H42N6O4_2,O=C1c2ccc3c4c(ccc(c24)C(=O)N1C1=CC(C=Nc2ccc(C4=CC(C=Nc5ccccc5)C=C4)cc2)C=C1)C(=O)N(C1=CC(C=Nc2ccc(C4=CC(C=Nc5ccccc5)C=C4)cc2)C=C1)C3=O,C1=CC(C=Nc2ccccc2)C=C1,Generated,-0.8412,-1.8935,3.1088,34.25,-171.034058,-171.034082,"[64.101, 48.87, -5.89, 47.369, -87.345, 21.68, -7.393, 15.564, 52.072, -22.145, -61.157, -42.577]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C62H42N6O4/C62H42N6O4.xyz,True,C62H42N6O4,9d98fd34e77acb2c,1
NDI,-0.6842,3.6621,C62H46N2O8_1,C62H46N2O8_1,O=C1c2ccc3c4c(ccc(c24)C(=O)N1C1=CC(OCc2cccc(C4=CC(OCc5ccccc5)C=C4)c2)C=C1)C(=O)N(C1=CC(OCc2cccc(C4=CC(OCc5ccccc5)C=C4)c2)C=C1)C3=O,C1=CC(OCc2ccccc2)C=C1,Generated,-2.2362,-3.2465,3.1724,82.177,-174.184519,-174.184541,"[54.541, -58.891, 4.903, 54.057, -85.243, -23.289, 131.205, -71.257, 7.827, -61.08, 58.291, -76.757]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C62H46N2O8/C62H46N2O8.xyz,True,C62H46N2O8,06bb4e0f7a0a64d5,1
NDI,-0.3691,-2.2598,C66H46N2O4_3,C66H46N2O4_3,O=C1c2ccc3c4c(ccc(c24)C(=O)N1C1=CC(C=Cc2ccc(C4=CC(C=Cc5ccccc5)C=C4)cc2)C=C1)C(=O)N(C1=CC(C=Cc2ccc(C4=CC(C=Cc5ccccc5)C=C4)cc2)C=C1)C3=O,C1=CC(C=Cc2ccccc2)C=C1,Generated,-7.0677,4.4306,3.0536,-30.128,-177.506217,-177.506221,"[-25.372, -82.602, 51.589, 68.627, -172.889, -31.875, -50.626, -41.03, 30.417, 49.554, 293.891, 16.71]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C66H46N2O4/C66H46N2O4.xyz,True,C66H46N2O4,be2475c93d79ff17,1
NDI,-3.5019,0.894,C70H54N2O4_4,C70H54N2O4_4,O=C1c2ccc3c4c(ccc(c24)C(=O)N1CC(=CC1C=CC=C1)c1ccc(CC(=CC2C=CC=C2)c2ccccc2)cc1)C(=O)N(CC(=CC1C=CC=C1)c1ccc(CC(=CC2C=CC=C2)c2ccccc2)cc1)C3=O,CC(=CC1C=CC=C1)c1ccccc1,Generated,-0.6366,2.0226,2.7431,-170.183,-59.580485,-59.580601,"[39.45, 4.212, -17.882, 55.204, 22.879, 54.692, 27.93, -75.739, 38.448, 15.729, 26.164, 108.092]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C70H54N2O4/C70H54N2O4.xyz,True,C70H54N2O4,1f8016ea17ad1928,1
NDI,0.2537,2.7972,C54H54N2O16_1,C54H54N2O16_1,CCc1cc(CO)c(O)c(COCCc2cc(CO)c(O)c(CON3C(=O)c4ccc5c6c(ccc(c46)C3=O)C(=O)N(OCc3cc(CCOCc4cc(CC)cc(CO)c4O)cc(CO)c3O)C5=O)c2)c1,CCc1cc(CO)c(O)c(CO)c1,Generated,0.3923,1.181,3.0074,-43.096,-186.86168,-186.861681,"[-97.363, 6.106, 32.413, -64.998, 291.146, 26.91, 20.283, 63.922, 4.186, -238.95, -20.449, 96.107, 13.496, -156.0]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C54H54N2O16/C54H54N2O16.xyz,True,C54H54N2O16,82c109ad94d742a1,1
NDI,-2.8287,9.5514,C22H22N2O8_1,C22H22N2O8_1,COCCOCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(COCCOC)C3=O,COC,Generated,4.1198,-1.387,3.1672,-0.227,-120.566567,-120.559552,"[-89.233, 88.671]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C22H22N2O8/C22H22N2O8.xyz,True,C22H22N2O8,411d23d6bb3aa3d5,1
NDI,-1.2663,2.2449,C46H22N10O8_1,C46H22N10O8_1,O=C1c2ccc3c4c(ccc(c24)C(=O)N1c1ccc(-c2nnc(-c4ccc(-c5nnco5)cc4)o2)cc1)C(=O)N(c1ccc(-c2nnc(-c4ccc(-c5nnco5)cc4)o2)cc1)C3=O,c1ccc(-c2nnco2)cc1,Generated,-3.1889,-0.0256,3.0773,-1.383,-249.952714,-249.95273,"[78.019, 8.528, 6.438, -153.486, 112.538, -2.103, -7.55, 10.832]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C46H22N10O8/C46H22N10O8.xyz,True,C46H22N10O8,cb004222cfdccf53,1
NDI,-1.3359,0.4357,C26H22N2O8_1,C26H22N2O8_1,CC(=O)CCC(=O)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CC(=O)CCC(C)=O)C3=O,CC(C)=O,Generated,0.9735,0.8246,3.1142,-45,-120.079615,-118.856169,"[-59.653, -39.431]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C26H22N2O8/C26H22N2O8.xyz,True,C26H22N2O8,8088e12f74ad11e4,1
NDI,-1.6255,-0.5485,C54H54N2O8_2,C54H54N2O8_2,O=C1c2ccc3c4c(ccc(c24)C(=O)N1COCC(COCCCc1ccccc1)Cc1ccccc1)C(=O)N(COCC(COCCCc1ccccc1)Cc1ccccc1)C3=O,unknown,Generated,-4.1199,1.7402,3.1229,-44.571,-147.653606,-147.653597,"[72.693, -34.49, 26.955, -91.247, -0.489, -5.597]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C54H54N2O8_2/C54H54N2O8_2.xyz,True,C54H54N2O8,35518da43fa84bcc,1
NDI,-0.2432,-0.9159,C42H30N2O4S4_1,C42H30N2O4S4_1,O=C1c2ccc3c4c(ccc(c24)C(=O)N1CSc1ccc(CSc2ccccc2)cc1)C(=O)N(CSc1ccc(CSc2ccccc2)cc1)C3=O,CSc1ccccc1,Generated,-1.2979,3.9097,3.1802,-140.812,-123.495716,-123.495738,"[-122.086, -13.734, -89.152, -33.583, 70.432, 80.055, 54.786, 31.41]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C42H30N2O4S4/C42H30N2O4S4.xyz,True,C42H30N2O4S4,073002baa2dc331c,1
NDI,-0.2062,10,C38H46N2O16_1,C38H46N2O16_1,O=COCCCCOCC(CCOC=O)COCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(COCC(CCOC=O)COCCCCOC=O)C3=O,unknown,Generated,2.0149,-1.0388,3.1803,-25.896,-114.380721,-114.380725,"[5.026, -51.826]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C38H46N2O16_1/C38H46N2O16_1.xyz,True,C38H46N2O16,d8c855d7540a725a,1
NDI,-1.9583,0.9601,C50H46N2O8_6,C50H46N2O8_6,O=C1c2ccc3c4c(ccc(c24)C(=O)N1COCC(COCCc1ccccc1)c1ccccc1)C(=O)N(COCC(COCCc1ccccc1)c1ccccc1)C3=O,unknown,Generated,0.1524,-1.0109,3.1365,30.382,-151.1302,-151.13023,"[-86.572, -3.747, 14.477, -85.181, -9.389, 33.025]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C50H46N2O8_6/C50H46N2O8_6.xyz,True,C50H46N2O8,a881660cc7c1b023,1
NDI,0.8184,-1.6973,C50H46N2O8_7,C50H46N2O8_7,CCOc1ccc(CCCOc2ccc(CN3C(=O)c4ccc5c6c(ccc(c46)C3=O)C(=O)N(Cc3ccc(OCCCc4ccc(OCC)cc4)cc3)C5=O)cc2)cc1,CCOc1ccc(C)cc1,Generated,0.4382,-0.3114,3.2355,-17.956,-175.373875,-175.373919,"[-29.888, 19.685, 4.221, -55.846, -11.447, -70.306, 5.34, -15.999, -5.916, -20.96]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C50H46N2O8/C50H46N2O8.xyz,True,C50H46N2O8,70091828288a2dc8,1
NDI,3.713,-4.7451,C46H38N2O8_5,C46H38N2O8_5,O=C1c2ccc3c4c(ccc(c24)C(=O)N1COCc1ccccc1COCc1ccccc1)C(=O)N(COCc1ccccc1COCc1ccccc1)C3=O,unknown,Generated,-1.6186,-0.797,3.2402,-22.091,-165.547794,-165.547353,"[-42.172, 16.38, 360.0, -12.355, 298.361, 359.994, 87.621, 10.141]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C46H38N2O8_5/C46H38N2O8_5.xyz,True,C46H38N2O8,0c86154e35d445d5,1
NDI,1.135,3.1088,C42H62N2O8_1,C42H62N2O8_1,CC(C)CCCOCC(COCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(COCC(COCCCC(C)C)CC(C)C)C3=O)CC(C)C,unknown,Generated,-2.8646,0.2144,3.1665,-48.739,-127.340566,-127.340576,"[-47.48, -46.841]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C42H62N2O8_1/C42H62N2O8_1.xyz,True,C42H62N2O8,c00948e2a277d0d1,1
NDI,-0.1288,-1.7452,C30H30N2O12_1,C30H30N2O12_1,O=COCCCC(CCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCC(CCCOC=O)OC=O)C3=O)OC=O,CCCOC=O,Generated,-1.4993,0.0036,3.1692,-43.528,-127.714305,-127.662507,"[-52.692, 34.596]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C30H30N2O12/C30H30N2O12.xyz,True,C30H30N2O12,5fc7da7f60c1345e,1
NDI,0.6765,2.0006,C30H38N2O4S4_1,C30H38N2O4S4_1,O=C1c2ccc3c4c(ccc(c24)C(=O)N1CCC(CS)CCCCS)C(=O)N(CCC(CS)CCCCS)C3=O,unknown,Generated,-2.037,-0.011,3.1388,45,-118.077222,-118.077101,"[132.346, 58.651]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C30H38N2O4S4_1/C30H38N2O4S4_1.xyz,True,C30H38N2O4S4,d826d9389694b723,1
NDI,1.3676,3.8351,C46H38N2O8_6,C46H38N2O8_6,O=C1c2ccc3c4c(ccc(c24)C(=O)N1CC(O)c1cccc(CC(O)c2ccccc2)c1)C(=O)N(CC(O)c1cccc(CC(O)c2ccccc2)c1)C3=O,unknown,Generated,-0.922,0.2309,3.0475,-170.814,-123.190123,-123.190088,,True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C46H38N2O8_6/C46H38N2O8_6.xyz,True,C46H38N2O8,f2d4f62fbae27e14,1
NDI,-2.7919,3.0455,C34H50N6O8_1,C34H50N6O8_1,CCNCC(O)CCCNCC(O)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CC(O)CNCCCC(O)CNCC)C3=O,unknown,Generated,5.3445,-3.9452,3.1307,117.092,-128.03799,-128.020241,"[15.108, 25.804]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C34H50N6O8_1/C34H50N6O8_1.xyz,True,C34H50N6O8,60e99a40090dde94,1
NDI,-0.3889,9.6512,C50H46N2O12_1,C50H46N2O12_1,CCOc1ccc(OCCCOc2ccc(OCN3C(=O)c4ccc5c6c(ccc(c46)C3=O)C(=O)N(COc3ccc(OCCCOc4ccc(OCC)cc4)cc3)C5=O)cc2)cc1,CCOc1ccc(OC)cc1,Generated,3.0296,0.2187,3.0991,0.01,-217.758941,-217.759478,"[333.629, -5.399, -15.755, -44.919, 3.113, 111.212, -168.324, -1.369, -235.409, 6.823]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C50H46N2O12/C50H46N2O12.xyz,True,C50H46N2O12,dbb8632ff83b48dd,1
NDI,-4.5296,1.331,C38H22N2O4S4_1,C38H22N2O4S4_1,O=C1c2ccc3c4c(ccc(c24)C(=O)N1Sc1ccc(Sc2ccccc2)cc1)C(=O)N(Sc1ccc(Sc2ccccc2)cc1)C3=O,Sc1ccccc1,Generated,-1.3687,-0.3052,3.124,-53.06,-128.034237,-128.034233,"[8.815, 31.021, 14.961, 14.674, -40.693, -33.21, 23.169, -96.181]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C38H22N2O4S4/C38H22N2O4S4.xyz,True,C38H22N2O4S4,43de235d660f116b,1
NDI,1.4164,-2.3699,C30H30N2O16_1,C30H30N2O16_1,O=C(CCO)OCC(CO)C(=O)OCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(COC(=O)C(CO)COC(=O)CCO)C3=O,COC(=O)CCO,Generated,0.5919,0.4086,3.1745,45.003,-142.107905,-142.107901,"[36.23, -48.196]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C30H30N2O16/C30H30N2O16.xyz,True,C30H30N2O16,da6b6c276b16b6d6,1
NDI,-0.7283,6.4917,C46H70N2O8_2,C46H70N2O8_2,CCCCCCCCOCCCCCCCCON1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(OCCCCCCCCOCCCCCCCC)C3=O,unknown,Generated,-4.0146,1.088,3.0543,0.241,-147.701189,-147.701181,"[-35.998, -7.234]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C46H70N2O8_2/C46H70N2O8_2.xyz,True,C46H70N2O8,fc0732b53d767261,1
NDI,0.0506,3.8052,C30H42N6O4_2,C30H42N6O4_2,NCCCCC(CN)CCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCC(CN)CCCCN)C3=O,CCCCN,Generated,-2.1283,-6.9275,3.1363,135,-117.58357,-117.523836,"[91.435, 135.084]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C30H42N6O4/C30H42N6O4.xyz,True,C30H42N6O4,64a379cf5e5e8d6c,1
NDI,-0.222,1.8949,C26H30N2O12_2,C26H30N2O12_2,COCCOCOCCON1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(OCCOCOCCOC)C3=O,unknown,Generated,-2.5335,-0.397,3.1555,15.81,-130.84468,-130.844666,"[-16.077, -14.916]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C26H30N2O12_2/C26H30N2O12_2.xyz,True,C26H30N2O12,125a193b3270cdac,1
NDI,0.4935,1.8132,C30H38N2O8_1,C30H38N2O8_1,CC(CO)CC(C)(CO)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CC(C)(CO)CC(C)CO)C3=O,CC(C)CO,Generated,0.4125,0.7543,3.1795,66.806,-102.173442,-101.8731,"[16.415, -40.845]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C30H38N2O8/C30H38N2O8.xyz,True,C30H38N2O8,4befc8d5708e9558,1
NDI,1.0227,-1.6295,C38H54N2O8_3,C38H54N2O8_3,CC(CCO)CCC(CO)C(C)CCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCC(C)C(CO)CCC(C)CCO)C3=O,unknown,Generated,-1.6837,0.1492,3.166,-45,-131.570846,-131.570877,"[25.843, -67.44]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C38H54N2O8_3/C38H54N2O8_3.xyz,True,C38H54N2O8,0479d52633ff6202,1
NDI,-2.4596,-5.0816,C34H46N2O8_3,C34H46N2O8_3,CC(CCO)CC(CO)C(C)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CC(C)C(CO)CC(C)CCO)C3=O,CC(C)CCO,Generated,-1.0134,5.9683,6.0115,-175.93,-76.972183,-76.696276,"[-14.313, 60.449]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C34H46N2O8/C34H46N2O8.xyz,True,C34H46N2O8,a11d6c3b0441df24,1
NDI,-0.4708,-1.2601,C42H66N6O12_1,C42H66N6O12_1,CCCN(CCO)CCOCCCN(CCO)CCON1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(OCCN(CCO)CCCOCCN(CCC)CCO)C3=O,CCCN(CCO)CCO,Generated,-0.4938,1.8976,3.1305,-28.285,-154.632265,-154.631964,"[13.582, -42.377]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C42H66N6O12/C42H66N6O12.xyz,True,C42H66N6O12,9eb12c68b768a05e,1
NDI,-0.9683,9.918,C38H54N2O8_4,C38H54N2O8_4,CCCCCOCCCCCCOCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(COCCCCCCOCCCCC)C3=O,unknown,Generated,3.5972,2.6236,3.1283,-2.936,-135.341713,-135.341669,"[-124.924, -78.068]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C38H54N2O8_4/C38H54N2O8_4.xyz,True,C38H54N2O8,3ce042204935f36d,1
NDI,1.1904,1.6045,C38H46N2O16_2,C38H46N2O16_2,COC(=O)CCCOCC(COCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(COCC(COCCCC(=O)OC)CC(=O)OC)C3=O)CC(=O)OC,COCCCC(=O)OC,Generated,-1.5903,-0.4037,3.1104,50.256,-130.549578,-130.469241,"[81.188, -105.258]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C38H46N2O16/C38H46N2O16.xyz,True,C38H46N2O16,5ca037528ee41726,1
NDI,-0.9026,1.3251,C42H62N2O4_2,C42H62N2O4_2,CC(C)CCCCC(CCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCC(CCCCC(C)C)CC(C)C)C3=O)CC(C)C,unknown,Generated,1.4144,0.7226,3.1179,129.289,-117.767471,-117.767454,"[81.17, 11.164]",True,/home/arunima/NDI_3_ccds9/data/processed/ndi_database_results_removed_duplicates_ccds9_3_xyz_files/C42H62N2O4_2/C42H62N2O4_2.xyz,True,C42H62N2O4,59e2a6d45edc17ab,1
NDI,0.6358,-3.9527,C38H46N2O12_3,C38H46N2O12_3,CC(CCOC=O)CC(CC(C)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CC(C)CC(CC(C)CCOC=O)OC=O)C3=O)OC=O,CC(C)CCOC=O,Generated,-0.5866,-0.6507,3.1874,45.175,-137.294984,-137.294982,"[4.784, -46.701]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C38H46N2O12/C38H46N2O12.xyz,True,C38H46N2O12,0a9198ca21b86161,1
NDI,-0.5433,-5.0401,C34H50N6O8_2,C34H50N6O8_2,CCCNCCOCCCNCCON1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(OCCNCCCOCCNCCC)C3=O,CCCNCCO,Generated,-2.8643,0.3977,3.2264,-14.031,-140.066655,-140.06665,"[-64.485, -63.406]",True,/home/arunima/ndi_dataset_creation/Supramolecule_app_3/data/processed/ndi_xyz_files/C34H50N6O8/C34H50N6O8.xyz,True,C34H50N6O8,0cc20c995b9d4949,1
